,Word,Count,% of Total
233,hes,24,0.06623795987083597
234,2x,24,0.06623795987083597
235,first,24,0.06623795987083597
236,once,24,0.06623795987083597
237,repeat,24,0.06623795987083597
238,someone,23,0.06347804487621782
239,hard,23,0.06347804487621782
240,mine,23,0.06347804487621782
241,into,23,0.06347804487621782
242,kiss,23,0.06347804487621782
243,phone,22,0.06071812988159965
244,lie,22,0.06071812988159965
245,ya,22,0.06071812988159965
246,matter,22,0.06071812988159965
247,hide,22,0.06071812988159965
248,breaking,22,0.06071812988159965
249,head,22,0.06071812988159965
250,after,22,0.06071812988159965
251,waiting,22,0.06071812988159965
252,nothin,22,0.06071812988159965
253,reason,22,0.06071812988159965
254,cry,22,0.06071812988159965
255,must,21,0.05795821488698148
256,em,21,0.05795821488698148
257,dark,21,0.05795821488698148
258,free,21,0.05795821488698148
259,smile,21,0.05795821488698148
260,together,21,0.05795821488698148
261,deep,21,0.05795821488698148
262,going,21,0.05795821488698148
263,floor,21,0.05795821488698148
264,man,20,0.055198299892363314
265,forget,20,0.055198299892363314
266,lookin,20,0.055198299892363314
267,truth,20,0.055198299892363314
268,bad,20,0.055198299892363314
269,open,20,0.055198299892363314
270,remember,20,0.055198299892363314
271,sure,19,0.05243838489774515
272,everyone,19,0.05243838489774515
273,doesnt,19,0.05243838489774515
274,everyday,19,0.05243838489774515
275,has,19,0.05243838489774515
276,looking,19,0.05243838489774515
277,dreams,19,0.05243838489774515
278,help,19,0.05243838489774515
279,comes,18,0.049678469903126986
280,within,18,0.049678469903126986
281,an,18,0.049678469903126986
282,walk,18,0.049678469903126986
283,feeling,18,0.049678469903126986
284,put,18,0.049678469903126986
285,talk,18,0.049678469903126986
286,trust,18,0.049678469903126986
287,million,18,0.049678469903126986
288,imma,18,0.049678469903126986
289,alive,18,0.049678469903126986
290,lost,18,0.049678469903126986
291,two,18,0.049678469903126986
292,play,17,0.04691855490850882
293,nowhere,17,0.04691855490850882
294,step,17,0.04691855490850882
295,coming,17,0.04691855490850882
296,holding,17,0.04691855490850882
297,arms,17,0.04691855490850882
298,getting,17,0.04691855490850882
299,didnt,17,0.04691855490850882
300,whats,17,0.04691855490850882
301,wait,17,0.04691855490850882
302,thought,17,0.04691855490850882
303,takes,17,0.04691855490850882
304,mistake,17,0.04691855490850882
305,may,17,0.04691855490850882
306,stand,16,0.04415863991389066
307,pain,16,0.04415863991389066
308,fire,16,0.04415863991389066
309,helpless,16,0.04415863991389066
310,sorry,16,0.04415863991389066
311,late,16,0.04415863991389066
312,though,16,0.04415863991389066
313,break,15,0.04139872491927249
314,kind,15,0.04139872491927249
315,music,15,0.04139872491927249
316,dream,15,0.04139872491927249
317,far,15,0.04139872491927249
318,babe,15,0.04139872491927249
319,sweet,15,0.04139872491927249
320,shes,15,0.04139872491927249
321,promises,15,0.04139872491927249
322,different,15,0.04139872491927249
323,set,15,0.04139872491927249
324,changed,15,0.04139872491927249
325,rain,15,0.04139872491927249
326,miss,15,0.04139872491927249
327,myself,15,0.04139872491927249
328,behind,15,0.04139872491927249
329,everywhere,14,0.03863880992465432
330,blind,14,0.03863880992465432
331,fine,14,0.03863880992465432
332,hand,14,0.03863880992465432
333,touch,14,0.03863880992465432
334,single,14,0.03863880992465432
335,wed,14,0.03863880992465432
336,moment,14,0.03863880992465432
337,saved,14,0.03863880992465432
338,many,14,0.03863880992465432
339,sky,14,0.03863880992465432
340,straight,14,0.03863880992465432
341,understand,14,0.03863880992465432
342,ohh,14,0.03863880992465432
343,star,14,0.03863880992465432
344,whatever,14,0.03863880992465432
345,strong,14,0.03863880992465432
346,guess,14,0.03863880992465432
347,walls,14,0.03863880992465432
348,tryin,14,0.03863880992465432
349,backstreets,14,0.03863880992465432
350,those,14,0.03863880992465432
351,hot,14,0.03863880992465432
352,he,14,0.03863880992465432
353,minute,13,0.035878894930036154
354,killing,13,0.035878894930036154
355,nothings,13,0.035878894930036154
356,fight,13,0.035878894930036154
357,round,13,0.035878894930036154
358,saying,13,0.035878894930036154
359,ok,13,0.035878894930036154
360,knows,13,0.035878894930036154
361,undone,13,0.035878894930036154
362,searching,13,0.035878894930036154
363,honey,13,0.035878894930036154
364,pieces,13,0.035878894930036154
365,dance,13,0.035878894930036154
366,running,13,0.035878894930036154
367,door,13,0.035878894930036154
368,until,13,0.035878894930036154
369,work,13,0.035878894930036154
370,10000,13,0.035878894930036154
371,anything,13,0.035878894930036154
372,hurts,13,0.035878894930036154
373,known,13,0.035878894930036154
374,taking,13,0.035878894930036154
375,lied,13,0.035878894930036154
376,shining,13,0.035878894930036154
377,gave,13,0.035878894930036154
378,took,13,0.035878894930036154
379,times,13,0.035878894930036154
380,save,13,0.035878894930036154
381,off,13,0.035878894930036154
382,ah,13,0.035878894930036154
383,air,13,0.035878894930036154
384,rise,13,0.035878894930036154
385,each,13,0.035878894930036154
386,outside,12,0.033118979935417986
387,leaving,12,0.033118979935417986
388,because,12,0.033118979935417986
389,lonely,12,0.033118979935417986
390,everytime,12,0.033118979935417986
391,anymore,12,0.033118979935417986
392,next,12,0.033118979935417986
393,goin,12,0.033118979935417986
394,colder,12,0.033118979935417986
395,x9,12,0.033118979935417986
396,seem,12,0.033118979935417986
397,deserve,12,0.033118979935417986
398,finally,12,0.033118979935417986
399,till,12,0.033118979935417986
400,seen,12,0.033118979935417986
401,being,12,0.033118979935417986
402,passionate,12,0.033118979935417986
403,standing,12,0.033118979935417986
404,weird,12,0.033118979935417986
405,found,12,0.033118979935417986
406,lies,12,0.033118979935417986
407,movin,12,0.033118979935417986
408,groove,12,0.033118979935417986
409,word,11,0.030359064940799825
410,wherever,11,0.030359064940799825
411,dj,11,0.030359064940799825
412,tears,11,0.030359064940799825
413,crawling,11,0.030359064940799825
414,nights,11,0.030359064940799825
415,heartache,11,0.030359064940799825
416,shouldve,11,0.030359064940799825
417,fool,11,0.030359064940799825
418,move,11,0.030359064940799825
419,child,11,0.030359064940799825
420,low,11,0.030359064940799825
421,near,11,0.030359064940799825
422,saw,11,0.030359064940799825
423,color,11,0.030359064940799825
424,mr,11,0.030359064940799825
425,broke,11,0.030359064940799825
426,treat,11,0.030359064940799825
427,tried,11,0.030359064940799825
428,memories,10,0.027599149946181657
429,shorty,10,0.027599149946181657
430,perfect,10,0.027599149946181657
431,real,10,0.027599149946181657
432,keeps,10,0.027599149946181657
433,met,10,0.027599149946181657
434,wild,10,0.027599149946181657
435,along,10,0.027599149946181657
436,kevin,10,0.027599149946181657
437,does,10,0.027599149946181657
438,wouldnt,10,0.027599149946181657
439,shape,10,0.027599149946181657
440,become,10,0.027599149946181657
441,between,10,0.027599149946181657
442,yourself,10,0.027599149946181657
443,own,10,0.027599149946181657
444,showed,10,0.027599149946181657
445,permanent,10,0.027599149946181657
446,game,10,0.027599149946181657
447,name,10,0.027599149946181657
448,hit,10,0.027599149946181657
449,huh,10,0.027599149946181657
450,loves,10,0.027599149946181657
451,somewhere,9,0.024839234951563493
452,til,9,0.024839234951563493
453,nearby,9,0.024839234951563493
454,dadadadadada,9,0.024839234951563493
455,stain,9,0.024839234951563493
456,afraid,9,0.024839234951563493
457,ground,9,0.024839234951563493
458,answer,9,0.024839234951563493
459,kept,9,0.024839234951563493
460,chances,9,0.024839234951563493
461,matters,9,0.024839234951563493
462,starts,9,0.024839234951563493
463,angels,9,0.024839234951563493
464,since,9,0.024839234951563493
465,sometimes,9,0.024839234951563493
466,chateau,9,0.024839234951563493
467,stuck,9,0.024839234951563493
468,cold,9,0.024839234951563493
469,livin,9,0.024839234951563493
470,hope,9,0.024839234951563493
471,god,9,0.024839234951563493
472,today,9,0.024839234951563493
473,friend,9,0.024839234951563493
474,therell,9,0.024839234951563493
475,supposed,9,0.024839234951563493
476,someday,9,0.024839234951563493
477,broken,9,0.024839234951563493
478,comin,9,0.024839234951563493
479,meant,9,0.024839234951563493
480,bit,9,0.024839234951563493
481,wake,9,0.024839234951563493
482,song,9,0.024839234951563493
483,soon,9,0.024839234951563493
484,taste,9,0.024839234951563493
485,larger,9,0.024839234951563493
486,hearts,9,0.024839234951563493
487,trouble,9,0.024839234951563493
488,prove,9,0.024839234951563493
489,afternoon,9,0.024839234951563493
490,wide,9,0.024839234951563493
491,soul,9,0.024839234951563493
492,everythings,9,0.024839234951563493
493,second,9,0.024839234951563493
494,space,8,0.02207931995694533
495,lips,8,0.02207931995694533
496,letting,8,0.02207931995694533
497,jam,8,0.02207931995694533
498,boyfriend,8,0.02207931995694533
499,whole,8,0.02207931995694533
500,meet,8,0.02207931995694533
501,madeleine,8,0.02207931995694533
502,shot,8,0.02207931995694533
503,poster,8,0.02207931995694533
504,woman,8,0.02207931995694533
505,already,8,0.02207931995694533
506,walking,8,0.02207931995694533
507,evergreen,8,0.02207931995694533
508,voice,8,0.02207931995694533
509,middle,8,0.02207931995694533
510,closer,8,0.02207931995694533
511,came,8,0.02207931995694533
512,bring,8,0.02207931995694533
513,hurting,8,0.02207931995694533
514,anywhere,8,0.02207931995694533
515,swear,8,0.02207931995694533
516,felt,8,0.02207931995694533
517,control,8,0.02207931995694533
518,friends,8,0.02207931995694533
519,caught,8,0.02207931995694533
520,watch,8,0.02207931995694533
521,loneliness,8,0.02207931995694533
522,knowing,8,0.02207931995694533
523,spent,8,0.02207931995694533
524,tear,8,0.02207931995694533
525,aall,8,0.02207931995694533
526,crying,8,0.02207931995694533
527,eh,8,0.02207931995694533
528,worry,8,0.02207931995694533
529,sing,8,0.02207931995694533
530,car,8,0.02207931995694533
531,while,8,0.02207931995694533
532,bed,8,0.02207931995694533
533,walked,8,0.02207931995694533
534,explain,8,0.02207931995694533
535,couldnt,8,0.02207931995694533
536,empty,8,0.02207931995694533
537,heaven,8,0.02207931995694533
538,says,8,0.02207931995694533
539,lovers,8,0.02207931995694533
540,reach,7,0.01931940496232716
541,begging,7,0.01931940496232716
542,erase,7,0.01931940496232716
543,lay,7,0.01931940496232716
544,piece,7,0.01931940496232716
545,stars,7,0.01931940496232716
546,rest,7,0.01931940496232716
547,pride,7,0.01931940496232716
548,thank,7,0.01931940496232716
549,front,7,0.01931940496232716
550,seems,7,0.01931940496232716
551,young,7,0.01931940496232716
552,chest,7,0.01931940496232716
553,impossible,7,0.01931940496232716
554,throw,7,0.01931940496232716
555,line,7,0.01931940496232716
556,realize,7,0.01931940496232716
557,hate,7,0.01931940496232716
558,knees,7,0.01931940496232716
559,hurt,7,0.01931940496232716
560,sleep,7,0.01931940496232716
561,breath,7,0.01931940496232716
562,living,7,0.01931940496232716
563,fade,7,0.01931940496232716
564,heard,7,0.01931940496232716
565,sign,7,0.01931940496232716
566,worlds,7,0.01931940496232716
567,bottom,7,0.01931940496232716
568,wonder,7,0.01931940496232716
569,hell,7,0.01931940496232716
570,nkotb,7,0.01931940496232716
571,any,7,0.01931940496232716
572,desire,7,0.01931940496232716
573,share,7,0.01931940496232716
574,safest,7,0.01931940496232716
575,wasnt,7,0.01931940496232716
576,shake,7,0.01931940496232716
577,slow,7,0.01931940496232716
578,forgive,7,0.01931940496232716
579,sunday,7,0.01931940496232716
580,mom,7,0.01931940496232716
581,trying,7,0.01931940496232716
582,story,7,0.01931940496232716
583,pretty,7,0.01931940496232716
584,wear,7,0.01931940496232716
585,beside,7,0.01931940496232716
586,scared,7,0.01931940496232716
587,bein,7,0.01931940496232716
588,might,7,0.01931940496232716
589,compare,6,0.016559489967708993
590,beat,6,0.016559489967708993
591,shoulder,6,0.016559489967708993
592,high,6,0.016559489967708993
593,secrets,6,0.016559489967708993
594,lalala,6,0.016559489967708993
595,touching,6,0.016559489967708993
596,meaning,6,0.016559489967708993
597,backstreet,6,0.016559489967708993
598,doing,6,0.016559489967708993
599,dancing,6,0.016559489967708993
600,read,6,0.016559489967708993
601,spinning,6,0.016559489967708993
602,ones,6,0.016559489967708993
603,unsuspecting,6,0.016559489967708993
604,bigger,6,0.016559489967708993
605,wanted,6,0.016559489967708993
606,death,6,0.016559489967708993
607,mmm,6,0.016559489967708993
608,public,6,0.016559489967708993
609,isnt,6,0.016559489967708993
610,under,6,0.016559489967708993
611,moving,6,0.016559489967708993
612,road,6,0.016559489967708993
613,bout,6,0.016559489967708993
614,ending,6,0.016559489967708993
615,playa,6,0.016559489967708993
616,top,6,0.016559489967708993
617,prechorus,6,0.016559489967708993
618,decide,6,0.016559489967708993
619,upon,6,0.016559489967708993
620,mad,6,0.016559489967708993
621,fast,6,0.016559489967708993
622,years,6,0.016559489967708993
623,shame,6,0.016559489967708993
624,anyone,6,0.016559489967708993
625,family,6,0.016559489967708993
626,bsb,6,0.016559489967708993
627,his,6,0.016559489967708993
628,fighting,6,0.016559489967708993
629,oooh,6,0.016559489967708993
630,shines,6,0.016559489967708993
631,ways,6,0.016559489967708993
632,breathing,6,0.016559489967708993
633,view,6,0.016559489967708993
634,lover,6,0.016559489967708993
635,fading,6,0.016559489967708993
636,siberia,6,0.016559489967708993
637,ask,6,0.016559489967708993
638,tick,6,0.016559489967708993
639,ima,6,0.016559489967708993
640,tearin,6,0.016559489967708993
641,sand,6,0.016559489967708993
642,burning,6,0.016559489967708993
643,fly,6,0.016559489967708993
644,thousand,6,0.016559489967708993
645,display,5,0.013799574973090829
646,worthy,5,0.013799574973090829
647,blame,5,0.013799574973090829
648,acting,5,0.013799574973090829
649,b,5,0.013799574973090829
650,consequences,5,0.013799574973090829
651,red,5,0.013799574973090829
652,dadadadada,5,0.013799574973090829
653,chain,5,0.013799574973090829
654,twisted,5,0.013799574973090829
655,calling,5,0.013799574973090829
656,theyre,5,0.013799574973090829
657,past,5,0.013799574973090829
658,water,5,0.013799574973090829
659,ii,5,0.013799574973090829
660,mysterious,5,0.013799574973090829
661,atmosphere,5,0.013799574973090829
662,clear,5,0.013799574973090829
663,person,5,0.013799574973090829
664,drive,5,0.013799574973090829
665,pick,5,0.013799574973090829
666,started,5,0.013799574973090829
667,pray,5,0.013799574973090829
668,original,5,0.013799574973090829
669,anybody,5,0.013799574973090829
670,shared,5,0.013799574973090829
671,distance,5,0.013799574973090829
672,reasons,5,0.013799574973090829
673,sharing,5,0.013799574973090829
674,complete,5,0.013799574973090829
675,message,5,0.013799574973090829
676,quick,5,0.013799574973090829
677,watching,5,0.013799574973090829
678,sea,5,0.013799574973090829
679,promised,5,0.013799574973090829
680,sexual,5,0.013799574973090829
681,tomorrow,5,0.013799574973090829
682,awake,5,0.013799574973090829
683,actions,5,0.013799574973090829
684,satellite,5,0.013799574973090829
685,destiny,5,0.013799574973090829
686,whenever,5,0.013799574973090829
687,lying,5,0.013799574973090829
688,affection,5,0.013799574973090829
689,fix,5,0.013799574973090829
690,cmon,5,0.013799574973090829
691,their,5,0.013799574973090829
692,whos,5,0.013799574973090829
693,numb,5,0.013799574973090829
694,climbing,5,0.013799574973090829
695,win,5,0.013799574973090829
696,telling,5,0.013799574973090829
697,bruised,5,0.013799574973090829
698,him,5,0.013799574973090829
699,kinda,5,0.013799574973090829
700,sick,5,0.013799574973090829
701,boy,5,0.013799574973090829
702,looks,5,0.013799574973090829
703,dropping,5,0.013799574973090829
704,darling,5,0.013799574973090829
705,talking,5,0.013799574973090829
706,three,5,0.013799574973090829
707,use,5,0.013799574973090829
708,went,5,0.013799574973090829
709,pretend,5,0.013799574973090829
710,half,5,0.013799574973090829
711,battery,5,0.013799574973090829
712,needed,5,0.013799574973090829
713,teach,5,0.013799574973090829
714,skin,5,0.013799574973090829
715,reaction,5,0.013799574973090829
716,across,5,0.013799574973090829
717,spilled,5,0.013799574973090829
718,fireworks,4,0.011039659978472664
719,hadnt,4,0.011039659978472664
720,thinking,4,0.011039659978472664
721,callin,4,0.011039659978472664
722,moon,4,0.011039659978472664
723,collide,4,0.011039659978472664
724,rather,4,0.011039659978472664
725,crowd,4,0.011039659978472664
726,feelings,4,0.011039659978472664
727,stupid,4,0.011039659978472664
728,cover,4,0.011039659978472664
729,room,4,0.011039659978472664
730,fit,4,0.011039659978472664
731,pulling,4,0.011039659978472664
732,turned,4,0.011039659978472664
733,3x,4,0.011039659978472664
734,rushin,4,0.011039659978472664
735,stuff,4,0.011039659978472664
736,hahahahaha,4,0.011039659978472664
737,store,4,0.011039659978472664
738,parade,4,0.011039659978472664
739,asked,4,0.011039659978472664
740,very,4,0.011039659978472664
741,begin,4,0.011039659978472664
742,mystery,4,0.011039659978472664
743,old,4,0.011039659978472664
744,loved,4,0.011039659978472664
745,judge,4,0.011039659978472664
746,dreamers,4,0.011039659978472664
747,havent,4,0.011039659978472664
748,rushed,4,0.011039659978472664
749,swing,4,0.011039659978472664
750,queen,4,0.011039659978472664
751,damage,4,0.011039659978472664
752,divine,4,0.011039659978472664
753,yours,4,0.011039659978472664
754,unsaid,4,0.011039659978472664
755,smooth,4,0.011039659978472664
756,whatcha,4,0.011039659978472664
757,wonderful,4,0.011039659978472664
758,loud,4,0.011039659978472664
759,banging,4,0.011039659978472664
760,inconsolable,4,0.011039659978472664
761,okay,4,0.011039659978472664
762,sound,4,0.011039659978472664
763,tight,4,0.011039659978472664
764,clock,4,0.011039659978472664
765,t,4,0.011039659978472664
766,shine,4,0.011039659978472664
767,played,4,0.011039659978472664
768,lead,4,0.011039659978472664
769,fell,4,0.011039659978472664
770,somehow,4,0.011039659978472664
771,ohoh,4,0.011039659978472664
772,climb,4,0.011039659978472664
773,emphasis,4,0.011039659978472664
774,moves,4,0.011039659978472664
775,favorite,4,0.011039659978472664
776,darkest,4,0.011039659978472664
777,changing,4,0.011039659978472664
778,stayed,4,0.011039659978472664
779,pour,4,0.011039659978472664
780,ring,4,0.011039659978472664
781,tone,4,0.011039659978472664
782,hour,4,0.011039659978472664
783,hesitate,4,0.011039659978472664
784,lines,4,0.011039659978472664
785,grow,4,0.011039659978472664
786,tired,4,0.011039659978472664
787,singing,4,0.011039659978472664
788,wants,4,0.011039659978472664
789,zone,4,0.011039659978472664
790,shed,4,0.011039659978472664
791,asleep,4,0.011039659978472664
792,higher,4,0.011039659978472664
793,drivin,4,0.011039659978472664
794,hair,4,0.011039659978472664
795,missing,4,0.011039659978472664
796,frozen,4,0.011039659978472664
797,fake,4,0.011039659978472664
798,stronger,4,0.011039659978472664
799,ice,4,0.011039659978472664
800,deal,4,0.011039659978472664
801,mark,4,0.011039659978472664
802,feelin,4,0.011039659978472664
803,stole,4,0.011039659978472664
804,misery,4,0.011039659978472664
805,incomplete,4,0.011039659978472664
806,dragging,4,0.011039659978472664
807,starlight,4,0.011039659978472664
808,happily,4,0.011039659978472664
809,kissed,4,0.011039659978472664
810,finding,4,0.011039659978472664
811,shows,4,0.011039659978472664
812,king,4,0.011039659978472664
813,touched,4,0.011039659978472664
814,suppose,4,0.011039659978472664
815,heh,4,0.011039659978472664
816,beggin,4,0.011039659978472664
817,resist,4,0.011039659978472664
818,war,4,0.011039659978472664
819,heat,4,0.011039659978472664
820,happened,4,0.011039659978472664
821,unmistakable,4,0.011039659978472664
822,reality,4,0.011039659978472664
823,spanish,4,0.011039659978472664
824,giving,4,0.011039659978472664
825,creepin,4,0.011039659978472664
826,instead,4,0.011039659978472664
827,kissing,4,0.011039659978472664
828,told,4,0.011039659978472664
829,picture,4,0.011039659978472664
830,burn,4,0.011039659978472664
831,feet,4,0.011039659978472664
832,moved,4,0.011039659978472664
833,less,4,0.011039659978472664
834,movie,3,0.008279744983854496
835,understood,3,0.008279744983854496
836,static,3,0.008279744983854496
837,proof,3,0.008279744983854496
838,haze,3,0.008279744983854496
839,darlin,3,0.008279744983854496
840,aware,3,0.008279744983854496
841,happen,3,0.008279744983854496
842,chipping,3,0.008279744983854496
843,memorys,3,0.008279744983854496
844,ohhhh,3,0.008279744983854496
845,girls,3,0.008279744983854496
846,escape,3,0.008279744983854496
847,begun,3,0.008279744983854496
848,smiled,3,0.008279744983854496
849,voicing,3,0.008279744983854496
850,teardrop,3,0.008279744983854496
851,aaah,3,0.008279744983854496
852,sitting,3,0.008279744983854496
853,imagine,3,0.008279744983854496
854,waste,3,0.008279744983854496
855,town,3,0.008279744983854496
856,strength,3,0.008279744983854496
857,wind,3,0.008279744983854496
858,tokyo,3,0.008279744983854496
859,none,3,0.008279744983854496
860,count,3,0.008279744983854496
861,blink,3,0.008279744983854496
862,replace,3,0.008279744983854496
863,wrongs,3,0.008279744983854496
864,helplessly,3,0.008279744983854496
865,against,3,0.008279744983854496
866,hardly,3,0.008279744983854496
867,cried,3,0.008279744983854496
868,figured,3,0.008279744983854496
869,trippin,3,0.008279744983854496
870,verse,3,0.008279744983854496
871,gimme,3,0.008279744983854496
872,cos,3,0.008279744983854496
873,fam,3,0.008279744983854496
