,album,title,lyrics
20,"album: ""Backstreet's Back"" (1997)",Set Adrift On Memory Bliss,"

Dadadadadada Dadadadadada Dadadadadada dadadadada
(On memory's bliss of you)
Dadadadadada Dadadadadada Dadadadadada (oh) dadadadada

The candle plays the hourglass
The days go and all I do is
Think of you and wonder where you are at night
Oh I remember everything
Every smile, and even all
The reasons why you say 
I pushed you out of my life

[Chorus:]
Baby you set me... (Hahahahaha)
Baby you set me... (Dadadadadada)
Set adrift on memory's bliss of you (dadadadada)
Baby you set me... (Hahahahaha Dadadadadada)
Set adrift on memory's bliss of you (dadadadada)

Destiny is everything
Reality's replaced you with
The biggest empty void I've ever had in life (ever had in life) ohh
Bet you say that I don't care
I bet you say that I don't even think of you
But God knows how wrong you are

Baby will you be there when the morning comes?
(Baby will you be there?)
Just give me time (just give me time)
To fix my life (to fix my life, baby)
Baby will you be there when I open my eyes?
After all the time I've spent, wishing you

[Chorus]

Sadness that overwhelmed me
My mind flies and carelessly
Imagines that you're happy with your life right now oh
I guess that's just the was it goes
Forever's gone so now I must
Place you with all the things that I can never have

[Chorus]

So come on now (Hahahahaha)
I know this much is true (Dadadadadada)
I know this much is true (dadadadada Hahahahaha)
"
21,"album: ""Backstreet's Back"" (1997)",That's What She Said,"

There are people that say what you wanna hear
Even on a raining day they'll tell you the sky is clear
When you really really love someone
Am I right when I say that you want them near?
And if you can't even tell them things that they wanna hear

[Chorus:]
Always, forever
All things she said
Never say never
Those simple lies that she fed
I will never leave you
All the love I thought she had
But can you blame me, no
Cuz that's what she said
That's what she said
She told me we'd see forever
That's what she said, she said, yeah

And there are people that say what they really mean
She said she'd always be there
She said she'd always care
But just when you think that you can
Trust that someone you love
Tell me why, or do you know
How stars can fall from above?

[Chorus]

Cuz you made promises
That you couldn't keep
But you're not hurting yourself
You're only hurting me (you're only hurting me)
Why would you say things that you really didn't mean? (you really mean)
Oh how can I make you see
Just what you did to me?
Oh, you said how much you really cared
Just when I thought I was in love
Girl, how could you dare?
If I were you I could not lie even once
To the face of the one
That I love so much

[Chorus]
"
22,"album: ""Backstreet's Back"" (1997)",If You Want It To Be Good Girl (Get Yourself A Bad Boy),"

If you want it to be good girl
Get yourself a bad boy
(Yeah I like this, ha ha)

If you want it to be wild
Gotta know just who to dial baby (that's me)
If you really like it hot
Find someone who hits the spot honey (oh yes)

[Bridge:]
And if you want to get it done
Babe you gotta get the one
The one who's got it goin' on
If you wanna make it last
Gotta know just who to ask
Babe he's gotta be the best (tonight it's me)

[Chorus:]
If you want it to be good girl
Get yourself a bad boy
If you really want it good girl
Get yourself a bad boy
Get it like it could be, would be
Yeah like it should be
If you want it to be good girl
Get yourself a bad boy

If you like it innovative
Better get someone creative honey (yes)
And if you want it to be jammin'
Gotta get somebody slammin' baby (oh yeah)

[Bridge]

[Chorus]

Heh heh heh heh now listen
These are things your mama shouldn't know
These are things I really wanna show
These are things I wanna show you how
So won't you let me show you right now? (ooh baby)

[Bridge]

[Chorus]

If you really want it good [11x]
"
23,"album: ""Backstreet's Back"" (1997)",If I Don't Have You,"

Everyday, girl, I wake up and pray
That you'll come back home
And don't take too long
Cuz since you've been gone
Everything's gone a bit wrong
I wish you were here
Holding me near

You know I'd go out of my mind
If you ever left my heart behind
So I'm beggin' you please (so I'm beggin', beggin' you please)
Bring you sweet love back to me (Please come back to me)

[Chorus:]
If I don't have you (don't have you)
To hold on to (to hold on to)
I can't go on in this world alone
Baby it's true (baby it's true if I don't have you) If you say goodbye (you say goodbye)
Girl I would die (girl I would die)
I'm a star with no light
A day with no night
If I don't have you

Late at night I reach to hold you tight
But you're not there (you're just not there baby)
I know you still care (I know you still care)
And oh how I miss your soft, tender, lovely kiss
You'd give to me (to me)
So tenderly

We used to feel
That time would stand still
When I see you baby it will
So hurry home (so hurry, come home to me)
You know your man needs you so (oh girl you just don't know)

[Chorus]

If I don't have you (don't have you)
If I don't have you I don't know what I'd do
To hold on to (to hold on to)
I just wanna hold you
I can't go on (can't go on)
In this world alone
Baby it's true (baby it's true if I don't have you)
If you say goodbye (you say goodbye)
If you say goodbye I would die
Oh I would die (girl I would die)
I would die if I don't have you
I'm a star with no light (no light, whoa!)
A day with no night
If I don't have you
You know I'd go crazy without you (don't have you)
If I don't have you I don't know what I'd do
To hold on to (to hold on to)
I just wanna hold you
I can't go on (can't go on)
In this world alone (in this world alone)
Baby it's true (baby it's true if i don't have you)
If you say goodbye (you say goodbye)
If you say goodbye I would die
Oh I would die (girl I would die)
Girl, I know I would die
I'm star with no light
A day with no night
If I don't have you
"
24,"album: ""Millennium"" (1999)",Larger Than Life,"

Huh
Yeah, ha, ha, ha, ha
Ha, ha, ha, ha

I may run and hide
When you're screamin' my name, alright
But let me tell you now
There are prices to fame, alright
All of our time spent in flashes of light

[Chorus:]
All you people can't you see, can't you see
How your love's affecting our reality
Every time we're down
You can make it right
And that makes you larger than life

Looking at the crowd
And I see your body sway, c'mon
Wishin' I could thank you in a different way, c'mon
Cuz all of your time spent keeps us alive

[Chorus]

All of your time spent keeps us alive

[Chorus]

Yeah, every time we're down
Yeah, you can make it right
Yeah, and that's what makes you larger than life

[Chorus]
"
25,"album: ""Millennium"" (1999)",I Want It That Way,"

Yeah...

[Brian:]
You are my fire
The one desire
Believe when I say
I want it that way

[Nick:]
But we are two worlds apart
Can't reach to your heart
When you say
That I want it that way

[Chorus:]
Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
I want it that way

[AJ:]
Am I your fire
Your one desire
Yes I know it's too late
But I want it that way

[Chorus:]
Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
I want it that way

[Kevin:]
Now I can see that we're falling apart
From the way that it used to be, yeah
No matter the distance
I want you to know
That deep down inside of me...

[Howie:]
You are my fire
The one desire
You are
You are, you are, you are

Don't wanna hear you say
Ain't nothin' but a heartache
Ain't nothin' but a mistake (don't wanna hear you say)
I never wanna hear you say (oh, yeah)
I want it that way

Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothin but a mistake
Tell me why
I never wanna hear you say (don't wanna hear you say)
I want it that way

Tell me why
Ain't nothin' but a heartache
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say (never wanna hear you say)
I want it that way

'Cause I want it that way
"
26,"album: ""Millennium"" (1999)",Show Me The Meaning Of Being Lonely,"

Show me the meaning of being lonely

So many words for the broken heart
It's hard to see in a crimson love
So hard to breathe
Walk with me, and maybe
Nights of light so soon become
Wild and free I could feel the sun
Your every wish will be done
They tell me

Show me the meaning of being lonely
Is this the feeling I need to walk with?
Tell me why I can't be there where you are
There's something missing in my heart

Life goes on as it never ends
Eyes of stone observe the trends
They never say forever gaze if only
Guilty roads to an endless love (endless love)
There's no control
Are you with me now?
Your every wish will be done
They tell me

Show me the meaning of being lonely
Is this the feeling I need to walk with?
Tell me why I can't be there where you are
There's something missing in my heart

There's nowhere to run
I have no place to go
Surrender my heart, body, and soul
How can it be
You're asking me
To feel the things you never show?

You are missing in my heart
Tell me why can't I be there where you are?

[2x]
Show me the meaning of being lonely
Is this the feeling I need to walk with?
Tell me why I can't be there where you are
There's something missing in my heart
"
27,"album: ""Millennium"" (1999)",It's Gotta Be You,"

Baby it's the way you make me
Kinda get me go crazy
Never wanna stop
It's gotta be you (uh huh, uh huh)

I can't control it anymore
I've never felt like this before
Mmm, you really make me lose my head
My hungry heart must be fed (uh huh, uh huh)

Baby it's the way you make me
Kinda get me go crazy 
Never wanna stop

[Chorus:]
It's gotta be you (uh huh, uh huh)
All the way
It's gotta be you (uh huh, uh huh)
Everyday
I promise you I will be true, yeah
It's only you

Now I know why I was born
You feel my feelings one by one
Can't see the world I'm walking through
Cuz baby I see only you, oh yeah

Baby it's the way you make me
Kinda get me go crazy
Never wanna stop

[Chorus]

Baby it's the way you make me
Kinda get me go crazy
Never wanna stop

And you know
I can't see the world I'm walking through
Cuz of you, yeah...
It's gotta be you, all the way
All that I ever wanted
It's gotta be you, I will be true, yeah
It's only you

[Chorus]
"
28,"album: ""Millennium"" (1999)",I Need You Tonight,"

Open up your heart to me
And say what's on your mind, oh yes
I know that we have been through so much pain
But I still need you in my life this time

And I need you tonight
I need you right now
I know deep within my heart
It doesn't matter if it's wrong or right
I really need you tonight

I figured out what to say to you
But sometimes the words they, they come out so wrong, always they do
And I know in time that you will understand
That what we have is so right this time

And I need you tonight
I need you right now
I know deep within my heart
It doesn't matter if it's wrong or right

All those endless times we tried to make it last forever more
And baby I know
I need you 
I know deep within my heart
It doesn't matter if it's wrong or right
I really need you, oh

I need you tonight (I need you, oh I need you baby)
I need you right now (It's gotta be this, it's gotta be this)
I know deep within my heart
No, it doesn't matter if it's wrong or it's right
All I know is baby
I really need you tonight
"
29,"album: ""Millennium"" (1999)",Don't Want You Back,"

Don't, don't want you back

You hit me faster than a shark attack
You saw my picture on the Backstreet's Back, alright
And you were more than just a pretty face
But how you fooled me, I'm still amazed babe
But I should have known that I would be
Another victim of your sexuality
But now we're done and over with
Don't, don't want you back

[Chorus:]
Don't want you back
Cuz you're no good for me, I know
That's all I can say
Don't want you back
Forgive my honesty but you gotta go
I don't want you back

You started going out with so-called friends
But I was blind and so I lost all common sense
But there were things that made me realize, realize
Like all the hundred no, thousand lies

[Chorus]

Baby, don't bother telling me your reasons why
Just let us sing this story 'bout you and I
Don't want you back
That's all I know (don't want you back, don't want you back)
All I can say
Don't want you back
You know you gotta go

[Chorus (2x)]
"
30,"album: ""Millennium"" (1999)",Don't Wanna Lose You Now,"

I never thought that I would lose my mind
That I could control this
Never thought that I'd be left behind
That I was stronger than you, baby
Girl if only I knew what I've done
You know, so why don't you tell me
And I, I would bring down the moon and the sun
To show how much I care

[Chorus:]
Don't wanna lose you now
Baby I know we can win this
Don't wanna lose you now
No no, or ever again

I've got this feeling you're not gonna stay
It's burning within me
The fear of losing
Of slipping away
It keeps getting closer, baby
Whatever reason to live that I've had
My place was always beside you
And I wish that I didn't need you so bad
Your face just won't go away

[Chorus]

I never thought that I would lose my mind
That I could control this
Never thought that I'd be left behind
That I was stronger than you

Don't wanna lose to loneliness
Girl I know we can win
Don't wanna lose to emptiness, oh no
Never again

[Chorus]
"
31,"album: ""Millennium"" (1999)",The One,"

I'll be the one

I guess you were lost when I met you
Still there were tears in your eyes
So out of trust and I knew
No more than mysteries and lies

There you are, wild and free
Reachin' out like you needed me
A helping hand to make it right
I am holding you all through the night

[Chorus:]
I'll be the one (I'll be the one)
Who will make all your sorrows undone
I'll be the light (I'll be the light)
When you feel like there's nowhere to run
I'll be the one

To hold you and make sure that you'll be alright
'Cause my faith is gone
And I want to take you from darkness to light

There you are, wild and free
Reachin' out like you needed me
A helping hand to make it right
I am holding you all through the night

[Chorus]

To hold you, and make sure that you'll be alright

You need me like I need you
We can share our dreams comin' true
I can show you what true love means
Just take my hand, baby please...

I'll be the one
I'll be the light
Where you can run
To make it alright
I'll be the one
I'll be the light
Where you can run

[Chorus]

I'll be the one
I'll be the light
Where you can run
To make it alright
I'll be the one
I'll be the light
Where you can run
To make it alright
I'll be the one

To hold you, and make sure that you'll be alright
I'll be the one
"
